id,event,team_h,team_a,team_h_score,team_a_score,finished
225,23,12,7,4,3,true
226,23,14,3,2,1,true
227,23,15,5,3,0,true
228,23,16,8,2,1,true
229,23,18,4,0,0,true
230,23,20,11,4,3,true
231,24,1,5,2,1,true
232,24,2,6,4,0,true
233,24,9,3,4,2,true
234,24,10,8,0,1,true
235,24,14,4,2,2,true
236,24,20,19,3,0,true
237,24,12,11,1,1,true
238,24,15,13,2,1,true
239,24,16,7,1,1,true
240,24,17,18,2,1,true
241,25,3,18,0,0,true
242,25,4,16,1,1,true
243,25,5,2,2,0,true
244,25,6,10,5,0,true
245,25,7,9,2,0,true
246,25,8,20,1,3,true
247,25,11,14,0,1,true
248,25,13,1,3,1,true
249,25,17,15,1,0,true
250,25,19,12,1,1,true
251,26,3,4,1,3,true
252,26,7,19,1,1,true
253,26,9,14,0,3,true
254,26,10,1,1,2,true
255,26,12,2,3,0,true
256,26,13,6,6,0,true
257,26,16,5,1,2,true
258,26,17,11,3,1,true
259,26,18,8,1,0,true
260,26,20,15,1,1,true
261,27,1,16,2,0,true
262,27,2,20,1,1,true
263,27,4,17,2,1,true
264,27,5,18,1,5,true
265,32,6,3,3,0,true
266,25,8,13,0,2,true
267,27,11,7,1,4,true
268,27,14,12,0,0,true
269,27,15,10,2,0,true
270,27,19,9,3,1,true
271,28,1,2,5,1,true
272,28,5,8,0,3,true
273,28,7,14,1,3,true
274,28,10,20,1,0,true
275,28,11,3,2,1,true
276,28,6,17,2,0,true
277,28,12,18,5,0,true
278,28,13,19,1,0,true
279,28,15,4,2,0,true
280,28,16,9,2,0,true
281,29,2,13,0,1,true
282,29,3,10,1,0,true
283,29,4,7,1,3,true
284,29,8,12,0,0,true
285,29,9,6,1,2,true
286,29,14,16,3,2,true
287,29,17,1,1,1,true
288,29,18,11,2,1,true
289,29,19,15,2,0,true
290,29,20,5,2,0,true
291,30,1,14,2,0,true
292,30,5,19,2,0,true
293,30,6,20,1,1,true
294,30,7,3,1,2,true
295,30,10,2,0,2,true
296,30,11,9,3,1,true
297,30,12,4,4,2,true
298,30,13,18,3,1,true
299,30,15,8,3,2,true
300,30,16,17,2,1,true
301,31,2,15,2,2,true
302,34,3,5,0,2,true
303,31,4,11,1,2,true
304,31,8,6,2,0,true
305,31,9,12,1,2,true
306,35,14,13,0,2,true
307,32,17,7,2,0,true
308,35,18,16,1,1,true
309,31,19,10,4,3,true
310,35,20,1,3,1,true
311,32,1,15,2,0,true
312,32,3,16,0,1,true
313,32,4,20,2,0,true
314,32,5,6,1,2,true
315,32,7,10,2,0,true
316,32,9,13,0,2,true
317,32,11,2,2,0,true
318,32,12,17,2,1,true
319,32,14,18,2,1,true
320,32,19,8,0,2,true
321,33,2,4,1,3,true
322,33,6,19,2,0,true
323,33,8,1,1,0,true
324,33,10,11,1,4,true
325,32,13,5,2,0,true
326,33,15,7,0,1,true
327,33,16,12,1,3,true
328,35,17,3,1,0,true
329,32,18,9,4,1,true
330,32,20,14,2,1,true
331,34,3,2,0,5,true
332,34,4,5,2,0,true
333,34,7,13,1,3,true
334,34,9,8,2,0,true
335,34,11,15,0,1,true
336,34,12,6,2,0,true
337,34,14,19,2,1,true
338,34,16,20,3,1,true
339,34,17,10,4,0,true
340,34,18,1,0,1,true
341,35,1,7,2,3,true
342,35,2,9,0,1,true
343,35,5,12,0,2,true
344,35,6,4,2,2,true
345,35,8,14,4,0,true
346,35,10,18,1,2,true
347,35,13,17,1,0,true
348,35,15,16,3,1,true
349,35,19,11,2,2,true
350,35,20,3,0,0,true
351,36,3,15,1,1,true
352,36,4,13,0,1,true
353,36,7,8,0,0,true
354,36,9,5,1,0,true
355,36,11,1,3,0,true
356,36,12,10,5,0,true
357,36,14,6,1,1,true
358,36,16,2,3,3,true
359,36,17,19,0,1,true
360,36,18,20,1,2,true
361,37,1,3,1,1,true
362,37,2,17,1,0,true
363,37,5,7,2,3,true
364,37,6,18,3,0,true
365,37,8,4,2,0,true
366,37,10,14,1,1,true
367,37,13,11,1,0,true
368,37,15,12,2,3,true
369,37,19,16,3,0,true
370,37,20,9,1,0,true
371,38,3,13,1,4,true
372,38,4,1,1,3,true
373,38,7,2,5,3,true
374,38,9,15,0,4,true
375,38,11,6,0,0,true
376,38,12,20,2,0,true
377,38,14,5,0,2,true
378,38,16,10,1,1,true
379,38,17,8,2,2,true
380,38,18,19,1,4,true
