id,event,team_h,team_a,team_h_score,team_a_score,finished
1,1,1,13,0,2,true
2,1,2,5,2,0,true
3,1,9,7,0,2,true
4,1,10,6,0,3,true
5,1,12,19,4,0,true
6,1,14,11,2,1,true
7,1,15,17,1,2,true
8,1,16,4,0,0,true
9,1,18,3,2,0,true
10,1,20,8,2,2,true
11,2,3,14,3,2,true
12,2,4,18,1,3,true
13,2,5,15,0,0,true
14,2,6,1,3,2,true
15,2,7,12,0,2,true
16,2,8,16,2,1,true
17,2,11,20,2,0,true
18,2,13,10,6,1,true
19,2,17,9,3,1,true
20,2,19,2,1,2,true
21,3,1,19,3,1,true
22,3,2,8,2,2,true
23,3,9,4,4,2,true
24,3,10,5,0,0,true
25,3,12,3,1,0,true
26,3,14,17,0,3,true
27,3,15,6,1,2,true
28,3,16,11,1,2,true
29,3,18,7,2,1,true
30,3,20,13,1,1,true
31,4,3,9,2,2,true
32,4,4,14,0,2,true
33,4,5,1,2,3,true
34,4,6,2,2,0,true
35,4,7,16,0,2,true
36,4,8,10,1,1,true
37,4,11,12,1,2,true
38,4,13,15,2,1,true
39,4,18,17,2,1,true
40,4,19,20,0,1,true
41,5,2,11,4,2,true
42,5,6,5,4,1,true
43,5,8,19,1,3,true
44,5,10,7,0,1,true
45,5,13,9,3,0,true
46,5,15,1,1,2,true
47,5,16,3,2,2,true
48,5,17,12,1,2,true
49,5,18,14,1,2,true
50,5,20,4,1,0,true
51,6,1,8,2,0,true
52,6,3,17,1,2,true
53,6,4,2,4,0,true
54,6,5,13,0,5,true
55,6,7,15,0,0,true
56,6,9,18,1,1,true
57,6,11,10,3,1,true
58,6,12,16,3,0,true
59,6,14,20,1,1,true
60,6,19,6,0,0,true
61,7,1,18,2,0,true
62,7,2,7,2,1,true
63,7,5,4,1,2,true
64,7,6,12,1,1,true
65,7,8,9,3,0,true
66,7,10,17,0,2,true
67,7,13,3,2,0,true
68,7,15,11,0,2,true
69,7,19,14,3,1,true
70,7,20,16,2,0,true
71,8,3,19,1,0,true
72,8,4,10,1,1,true
73,8,7,20,0,1,true
74,8,9,1,1,5,true
75,8,11,8,1,2,true
76,8,12,13,0,0,true
77,8,14,15,3,2,true
78,8,16,6,0,3,true
79,8,17,5,1,0,true
80,8,18,2,0,4,true
81,9,1,11,3,1,true
82,9,2,16,0,0,true
83,9,5,9,4,2,true
84,9,6,14,2,2,true
85,9,8,7,2,0,true
86,9,10,12,0,1,true
87,9,13,4,5,0,true
88,9,15,3,0,1,true
89,9,19,17,0,1,true
90,9,20,18,0,2,true
91,10,3,20,1,0,true
92,10,4,6,0,4,true
93,10,7,1,2,2,true
94,10,9,2,0,3,true
95,10,11,19,1,1,true
96,10,12,5,4,1,true
97,10,14,8,2,1,true
98,10,16,15,0,0,true
99,10,17,13,0,1,true
100,10,18,10,3,0,true
101,11,1,12,1,1,true
102,11,2,14,1,2,true
103,11,5,11,0,1,true
104,11,6,7,3,1,true
105,11,8,3,3,1,true
106,11,10,9,1,0,true
107,11,13,16,6,1,true
108,11,15,18,1,0,true
109,11,19,4,4,2,true
110,11,20,17,2,3,true
111,12,1,20,1,1,true
112,12,5,3,2,1,true
113,12,6,8,0,0,true
114,12,7,17,0,1,true
115,12,10,19,1,1,true
116,12,11,4,0,0,true
117,12,12,9,2,0,true
118,12,13,14,3,1,true
119,12,15,2,2,1,true
120,12,16,18,1,1,true
121,13,2,1,1,2,true
122,13,3,11,1,1,true
123,13,4,15,1,2,true
124,13,8,5,1,0,true
125,13,9,16,3,2,true
126,13,14,7,0,0,true
127,13,17,6,3,1,true
128,13,18,12,0,3,true
129,13,19,13,0,4,true
130,13,20,10,0,2,true
131,14,1,17,4,2,true
132,14,5,20,2,1,true
133,14,6,9,2,0,true
134,14,7,4,2,0,true
135,14,10,3,1,2,true
136,14,11,18,2,0,true
137,14,12,8,1,0,true
138,14,13,2,3,1,true
139,14,15,19,0,3,true
140,14,16,14,2,2,true
141,15,2,10,2,1,true
142,15,3,7,3,1,true
143,15,4,12,1,3,true
144,15,9,11,1,1,true
145,15,14,1,2,2,true
146,15,18,13,1,2,true
147,15,19,5,3,1,true
148,15,20,6,2,1,true
149,15,8,15,1,1,true
150,15,17,16,3,1,true
151,16,1,10,1,0,true
152,16,2,12,0,4,true
153,16,4,3,1,0,true
154,16,5,16,1,0,true
155,16,6,13,2,0,true
156,16,8,18,2,2,true
157,16,11,17,0,2,true
158,16,14,9,4,1,true
159,16,15,20,1,2,true
160,16,19,7,3,2,true
161,17,3,6,1,2,true
162,17,7,11,1,0,true
163,17,9,19,0,2,true
164,17,10,15,0,1,true
165,17,12,14,3,1,true
166,17,13,8,3,1,true
167,17,16,1,3,2,true
168,17,17,4,1,0,true
169,17,18,5,3,2,true
170,17,20,2,2,0,true
171,18,1,4,3,1,true
172,18,2,3,2,0,true
173,18,5,14,1,5,true
174,18,6,11,0,1,true
175,18,8,17,2,6,true
176,18,10,16,1,3,true
177,18,13,7,2,3,true
178,18,15,9,0,0,true
179,18,19,18,0,2,true
180,18,20,12,0,2,true
181,19,3,1,1,1,true
182,19,4,8,1,5,true
183,19,7,5,0,0,true
184,19,9,20,1,1,true
185,19,11,13,2,1,true
186,19,12,15,4,0,true
187,19,14,10,3,1,true
188,19,16,19,1,2,true
189,19,17,2,5,0,true
190,19,18,6,1,2,true
191,20,3,8,1,0,true
192,20,4,19,2,0,true
193,20,7,6,0,1,true
194,20,9,10,1,0,true
195,20,11,5,0,1,true
196,20,12,1,5,1,true
197,20,14,2,4,1,true
198,20,16,13,1,3,true
199,20,17,20,1,3,true
200,20,18,15,1,1,true
201,21,1,9,4,1,true
202,21,2,18,3,3,true
203,21,5,17,0,3,true
204,21,6,16,0,0,true
205,21,8,11,0,1,true
206,21,10,4,1,2,true
207,21,13,12,2,1,true
208,21,15,14,0,2,true
209,21,19,3,2,2,true
210,21,20,7,0,2,true
211,22,3,12,0,1,true
212,22,4,9,2,1,true
213,22,5,10,0,0,true
214,22,6,15,2,1,true
215,22,7,18,1,2,true
216,22,8,2,2,0,true
217,22,11,16,1,2,true
218,22,13,20,3,0,true
219,22,17,14,0,1,true
220,22,19,1,1,0,true
221,23,1,6,2,0,true
222,23,2,19,2,0,true
223,23,9,17,1,2,true
224,23,10,13,0,3,true
