id,event,team_h,team_a,team_h_score,team_a_score,finished
1,1,6,16,1,0,true
2,1,8,1,0,3,true
3,1,11,10,4,3,true
4,1,17,7,0,1,true
5,1,18,9,0,3,true
6,1,19,14,0,2,true
7,1,3,5,1,3,true
8,1,15,20,0,2,true
9,2,1,19,2,1,true
10,2,2,15,1,0,true
11,2,5,11,0,2,true
12,2,7,18,5,2,true
13,2,10,8,4,3,true
14,2,9,4,4,2,true
15,2,13,6,1,3,true
16,2,14,3,0,3,true
17,2,16,17,2,5,true
18,2,20,12,1,3,true
19,3,3,13,2,3,true
20,3,4,16,0,1,true
21,3,6,7,1,2,true
22,3,8,2,0,3,true
23,3,11,1,3,1,true
24,3,12,9,2,5,true
25,3,15,10,0,1,true
26,3,17,14,1,1,true
27,3,18,5,3,3,true
28,3,19,20,4,0,true
29,4,1,15,2,1,true
30,4,2,11,7,2,true
31,4,5,6,4,0,true
32,4,7,3,4,2,true
33,4,10,12,1,1,true
34,4,9,19,0,3,true
35,4,13,17,1,6,true
36,4,14,4,3,1,true
37,4,16,18,2,0,true
38,4,20,8,1,0,true
39,5,5,16,3,3,true
40,5,6,3,1,1,true
41,5,7,11,2,2,true
42,5,10,20,0,1,true
43,5,9,2,0,1,true
44,5,12,1,1,0,true
45,5,14,13,1,4,true
46,5,15,8,1,1,true
47,5,17,19,3,3,true
48,5,18,4,0,0,true
49,6,1,9,0,1,true
50,6,2,10,0,3,true
51,6,3,18,1,1,true
52,6,4,17,0,1,true
53,6,8,6,1,2,true
54,6,11,15,2,1,true
55,6,13,5,0,0,true
56,6,16,7,2,0,true
57,6,19,12,1,1,true
58,6,20,14,1,1,true
59,7,2,16,3,4,true
60,7,4,5,0,3,true
61,7,8,18,2,0,true
62,7,10,9,1,4,true
63,7,11,19,2,1,true
64,7,13,1,0,1,true
65,7,14,7,2,1,true
66,7,15,12,0,1,true
67,7,17,3,2,1,true
68,7,20,6,2,0,true
69,8,1,2,0,3,true
70,8,3,4,0,0,true
71,8,5,15,4,1,true
72,8,6,10,4,1,true
73,8,7,13,1,3,true
74,8,9,20,1,0,true
75,8,12,11,1,1,true
76,8,16,14,2,0,true
77,8,18,17,0,1,true
78,8,19,8,1,0,true
79,9,2,3,1,2,true
80,9,4,6,1,0,true
81,9,8,7,2,3,true
82,9,10,1,0,0,true
