id,event,team_h,team_a,team_h_score,team_a_score,finished
1,1,3,1,2,0,true
2,1,5,4,1,2,true
3,1,6,7,3,0,true
4,1,8,16,3,1,true
5,1,9,20,1,0,true
6,1,13,10,5,1,true
7,1,15,11,0,3,true
8,1,18,2,3,2,true
9,1,14,19,2,4,true
10,1,17,12,1,0,true
11,2,2,14,2,0,true
12,2,4,18,2,0,true
13,2,7,3,0,0,true
14,2,10,8,2,2,true
15,2,11,5,2,0,true
16,2,12,15,5,0,true
17,2,20,17,0,1,true
18,2,1,6,0,2,true
19,2,16,13,1,1,true
20,2,19,9,4,1,true
21,3,2,3,1,1,true
22,3,4,8,0,2,true
23,3,11,6,1,1,true
24,3,12,1,5,0,true
25,3,14,16,2,2,true
26,3,15,9,1,2,true
27,3,17,18,1,0,true
28,3,19,7,2,2,true
29,3,5,10,1,1,true
30,3,20,13,0,1,true
31,4,1,15,1,0,true
32,4,3,4,0,1,true
33,4,6,2,3,0,true
34,4,7,17,3,0,true
35,4,8,5,3,1,true
36,4,10,11,0,3,true
37,4,9,12,0,1,true
38,4,13,14,4,1,true
39,4,16,19,0,0,true
40,4,18,20,0,2,true
41,5,2,8,3,0,true
42,5,4,9,2,1,true
43,5,5,1,0,1,true
44,5,11,7,3,0,true
45,5,12,16,0,0,true
46,5,14,10,1,1,true
47,5,15,18,1,3,true
48,5,17,6,0,3,true
49,5,19,13,1,2,true
50,5,20,3,0,2,true
51,6,1,17,3,1,true
52,6,3,11,3,3,true
53,6,6,12,0,1,true
54,6,7,4,1,1,true
55,6,8,15,2,0,true
56,6,10,19,1,2,true
57,6,9,5,2,2,true
58,6,13,2,0,1,true
59,6,16,20,0,1,true
60,6,18,14,1,1,true
61,7,4,1,0,0,true
62,7,5,15,0,0,true
63,7,6,16,3,1,true
64,7,7,9,2,2,true
65,7,10,18,1,0,true
66,7,11,12,2,2,true
67,7,13,8,1,1,true
68,7,17,2,2,1,true
69,7,19,3,1,2,true
70,7,20,14,2,1,true
71,8,1,7,2,2,true
72,8,2,20,2,3,true
73,8,3,6,0,1,true
74,8,8,19,0,1,true
75,8,9,13,4,2,true
76,8,12,5,2,0,true
77,8,14,17,2,3,true
78,8,15,4,0,0,true
79,8,16,10,1,0,true
80,8,18,11,0,5,true
81,9,1,2,3,1,true
82,9,3,9,1,2,true
83,9,4,12,1,4,true
84,9,6,15,7,0,true
85,9,7,14,1,1,true
86,9,8,18,2,5,true
87,9,10,20,1,1,true
88,9,13,11,0,5,true
89,9,16,5,2,2,true
90,9,19,17,1,0,true
91,10,2,19,1,4,true
92,10,5,3,3,1,true
93,10,9,1,0,2,true
94,10,11,4,2,2,true
95,10,12,7,0,2,true
96,10,14,6,0,3,true
97,10,15,10,1,2,true
98,10,17,13,0,3,true
99,10,18,16,0,1,true
100,10,20,8,2,1,true
101,11,1,18,1,0,true
102,11,3,15,1,2,true
103,11,4,14,1,1,true
104,11,6,5,1,1,true
105,11,7,20,2,0,true
106,11,8,17,0,0,true
107,11,10,9,1,1,true
108,11,13,12,0,2,true
109,11,16,2,1,0,true
110,11,19,11,3,2,true
111,12,2,4,2,0,true
112,12,5,7,3,3,true
113,12,9,6,0,3,true
114,12,11,1,4,0,true
115,12,12,8,3,0,true
116,12,14,3,3,3,true
117,12,15,16,2,1,true
