id,event,team_h,team_a,team_h_score,team_a_score,finished
118,12,17,10,2,1,true
119,12,18,13,4,1,true
120,12,20,19,1,0,true
121,13,1,14,2,0,true
122,13,3,8,1,0,true
123,13,4,10,0,0,true
124,26,5,17,1,0,true
125,13,6,13,1,1,true
126,13,7,2,1,2,true
127,13,9,18,4,2,true
128,13,11,16,4,0,true
129,13,12,19,2,1,true
130,13,15,20,0,0,true
131,14,2,12,1,2,true
132,14,8,11,1,4,true
133,14,10,7,1,0,true
134,14,13,1,3,2,true
135,14,18,6,1,2,true
136,14,19,4,1,1,true
137,14,20,5,0,0,true
138,14,14,15,1,1,true
139,14,16,9,2,2,true
140,14,17,3,2,0,true
141,15,2,9,2,1,true
142,15,8,1,2,1,true
143,15,10,3,2,2,true
144,15,13,7,1,0,true
145,15,14,5,1,0,true
146,15,16,4,1,1,true
147,15,17,15,3,0,true
148,15,18,12,1,3,true
149,15,19,6,3,2,true
150,15,20,11,0,1,true
151,16,1,16,3,0,true
152,16,3,18,2,1,true
153,29,4,17,0,2,true
154,16,5,19,0,0,true
155,16,6,10,3,2,true
156,16,7,8,3,1,true
157,16,9,14,4,0,true
158,16,11,2,1,0,true
159,16,12,20,1,0,true
160,16,15,13,0,1,true
161,17,1,19,2,0,true
162,22,3,13,1,3,true
163,17,4,20,0,1,true
164,23,5,18,0,0,true
165,17,7,16,2,2,true
166,22,9,17,2,3,true
167,17,15,2,0,2,true
168,17,6,8,1,1,true
169,17,11,14,3,1,true
170,17,12,10,7,0,true
171,37,2,5,1,1,true
172,33,8,9,1,1,true
173,18,10,1,1,4,true
174,25,13,4,2,0,true
175,18,14,12,0,4,true
176,21,16,3,4,1,true
177,18,17,11,2,2,true
178,26,18,7,1,4,true
179,21,19,15,2,0,true
180,18,20,6,0,0,true
181,19,2,6,1,3,true
182,19,4,3,2,0,true
183,31,5,8,3,2,true
184,26,11,10,6,0,true
185,19,12,9,6,3,true
186,19,14,13,1,1,true
187,19,15,1,0,5,true
188,19,17,7,3,0,true
189,19,19,16,2,3,true
190,28,20,18,4,0,true
191,26,1,20,2,1,true
192,20,3,12,0,1,true
193,20,6,4,1,1,true
194,20,7,15,3,0,true
195,29,8,14,1,0,true
196,28,10,2,0,3,true
197,20,9,11,1,0,true
198,20,13,5,3,1,true
199,20,16,17,1,1,true
200,20,18,19,1,4,true
201,21,1,12,1,2,true
202,21,3,2,2,1,true
203,21,6,11,2,2,true
204,21,7,19,2,3,true
205,21,8,4,2,3,true
206,21,10,5,3,1,true
207,36,9,15,3,0,true
208,21,13,20,0,1,true
209,28,16,14,1,2,true
210,21,18,17,0,1,true
211,22,2,13,2,2,true
212,22,4,7,1,1,true
213,27,5,9,0,2,true
214,22,11,3,3,0,true
215,22,12,6,1,0,true
216,22,14,18,1,1,true
217,22,15,8,2,1,true
218,36,17,1,3,0,true
219,22,19,10,2,3,true
220,22,20,16,3,1,true
221,23,1,5,0,0,true
222,23,3,20,1,2,true
223,23,6,17,2,0,true
224,23,7,11,1,3,true
225,23,8,2,0,1,true
226,23,10,14,0,1,true
227,23,9,4,1,1,true
228,23,13,19,1,0,true
229,23,16,12,1,1,true
230,23,18,15,0,3,true
231,24,2,10,3,3,true
232,22,4,6,1,1,true
233,24,5,13,1,1,true
234,24,15,7,1,1,true
235,24,19,18,1,0,true
236,24,20,1,0,1,true
237,24,11,9,2,0,true
238,24,12,3,2,0,true
239,24,14,8,3,1,true
240,24,17,16,2,3,true
241,25,3,7,0,0,true
242,25,5,11,0,1,true
243,33,6,1,2,4,true
244,25,8,10,3,0,true
245,25,9,19,2,2,true
246,25,13,16,1,1,true
247,25,14,2,1,0,true
248,25,15,12,0,4,true
249,25,17,20,0,2,true
250,25,18,4,0,2,true
251,26,1,3,2,1,true
252,26,2,18,0,1,true
253,26,4,5,0,3,true
254,26,7,6,0,1,true
255,26,10,13,2,4,true
256,26,11,15,3,1,true
257,26,12,17,2,3,true
258,26,16,8,2,0,true
259,26,19,14,1,1,true
260,26,20,9,2,1,true
261,29,1,11,0,2,true
262,27,3,14,0,2,true
263,27,4,2,0,2,true
264,37,6,9,1,1,true
265,27,7,5,1,1,true
266,27,8,12,0,1,true
267,27,10,17,0,4,true
268,27,13,18,0,0,true
269,27,16,15,2,0,true
270,27,19,20,1,0,true
271,28,2,16,4,0,true
272,28,5,6,0,4,true
273,28,9,10,1,0,true
274,28,11,19,1,0,true
275,28,12,13,4,1,true
276,28,14,4,2,1,true
277,28,15,3,1,3,true
278,28,17,8,5,0,true
279,28,18,1,2,3,true
280,28,20,7,0,2,true
281,29,1,9,2,0,true
282,29,3,5,2,0,true
283,29,4,11,0,2,true
284,29,6,14,1,0,true
285,29,7,12,0,0,true
286,29,8,20,0,1,true
287,29,10,15,2,1,true
288,29,13,17,3,2,true
289,29,16,18,1,2,true
290,29,19,2,2,1,true
291,30,2,1,0,1,true
292,33,5,16,2,0,true
293,30,9,3,2,1,true
294,33,11,13,4,0,true
295,33,12,4,3,0,true
296,33,14,7,1,0,true
297,28,15,6,1,3,true
298,30,17,19,3,1,true
299,36,18,8,0,0,true
300,30,20,10,2,3,true
301,31,4,15,0,0,true
302,31,5,12,0,2,true
303,31,6,3,1,4,true
304,31,7,1,3,0,true
305,31,10,16,1,1,true
306,31,11,18,2,0,true
307,31,13,9,1,1,true
308,31,17,14,5,1,true
309,31,19,8,2,1,true
310,31,20,2,2,1,true
311,32,1,4,1,2,true
312,32,2,17,0,4,true
313,32,3,19,2,0,true
314,32,8,13,1,0,true
315,32,9,7,2,1,true
316,32,12,11,2,2,true
317,32,14,20,1,0,true
318,32,15,5,2,0,true
319,32,16,6,0,6,true
320,32,18,10,0,3,true
321,36,2,11,1,2,true
322,37,8,7,3,2,true
323,36,10,6,0,3,true
324,33,13,15,3,2,true
325,33,14,9,2,1,true
326,33,16,1,1,0,true
327,33,17,4,0,1,true
328,33,18,3,1,2,true
329,33,19,5,1,1,true
330,36,20,12,1,5,true
331,34,1,13,3,1,true
332,34,3,17,0,0,true
333,34,4,16,2,2,true
334,34,5,20,1,0,true
335,34,6,19,1,0,true
336,34,7,10,0,0,true
337,34,9,2,0,0,true
338,34,11,8,2,0,true
339,34,12,18,5,1,true
340,34,15,14,0,3,true
341,35,2,15,2,0,true
342,35,8,6,1,0,true
343,35,10,12,0,4,true
344,35,13,3,3,0,true
345,35,14,11,0,1,true
346,35,16,7,1,2,true
347,35,17,9,3,1,true
348,35,18,5,1,2,true
349,35,19,1,1,2,true
350,35,20,4,0,3,true
351,36,1,10,2,1,true
352,36,3,16,3,0,true
353,36,4,13,4,0,true
354,36,5,2,1,3,true
355,36,6,20,2,2,true
356,36,7,18,1,0,true
357,36,9,8,1,2,true
358,36,11,17,1,1,true
359,36,12,14,5,0,true
360,36,15,19,0,4,true
361,37,2,7,1,1,true
362,37,8,3,2,3,true
363,37,10,4,1,1,true
364,34,13,6,1,1,true
365,37,14,1,2,0,true
366,37,16,11,1,2,true
367,37,17,5,1,0,true
368,37,18,9,1,5,true
369,37,19,12,2,2,true
370,37,20,15,1,1,true
371,38,1,8,5,1,true
372,38,3,10,1,2,true
373,38,4,19,3,1,true
374,38,5,14,1,2,true
375,38,6,18,2,1,true
376,38,7,13,1,0,true
377,38,9,16,4,1,true
378,38,11,20,3,1,true
379,38,12,2,3,2,true
380,38,15,17,0,5,true
