fixture,element,code,team,was_home,position,round,minutes,starts,total_points,goals_scored,assists,own_goals,clean_sheets,goals_conceded,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution
69,524,84182,19,true,1,7,90,1,6,0,0,0,1,0,2,0,23,0,0,0,1.07,
69,535,84939,19,true,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,664,101178,19,true,3,7,90,1,4,0,0,0,1,0,0,1,29,0.08,1.12,1.2,1.07,
69,544,103192,19,true,2,7,90,1,7,0,0,0,1,0,0,1,29,0,0,0,1.07,
69,532,109533,19,true,2,7,90,1,8,0,0,0,1,0,0,2,33,0,0.11,0.11,1.07,
69,527,149519,19,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,528,164555,19,true,2,7,90,1,12,0,1,0,1,0,0,3,38,0,0.3,0.3,1.07,
69,525,172841,19,true,3,7,18,0,1,0,0,0,0,0,0,0,3,0.1,0.07,0.17,0.32,
69,526,178186,19,true,3,7,90,1,9,1,0,0,1,0,0,1,29,0.71,0.23,0.94,1.03,
69,543,180151,19,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,541,195899,19,true,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,537,201057,19,true,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,522,210494,19,true,2,7,90,1,6,0,0,0,1,0,0,0,24,0.31,0,0.31,1.07,
69,642,213999,19,true,3,7,71,1,2,0,0,0,1,0,0,0,8,0.02,0.01,0.03,0.75,
69,542,215439,19,true,3,7,90,1,8,1,0,0,1,0,0,0,21,0.85,0.01,0.86,1.07,
69,534,217593,19,true,3,7,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0.05,
69,531,220585,19,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,529,222017,19,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,536,222018,19,true,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,539,224024,19,true,3,7,90,1,3,0,0,0,1,0,0,0,6,0.06,0.23,0.29,1.03,
69,676,233963,19,true,2,7,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0.05,
69,647,447879,19,true,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,689,460842,19,true,3,7,18,0,1,0,0,0,0,0,0,0,9,0,0.01,0.01,0.32,
69,538,487837,19,true,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,347,17601,13,false,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,369,58621,13,false,2,7,90,1,0,0,0,0,0,2,0,0,9,0.02,0.06,0.08,0.44,
70,349,61366,13,false,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,361,88248,13,false,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,356,91651,13,false,3,7,64,1,1,0,0,0,0,1,0,0,7,0.05,0.04,0.09,0.08,
70,368,97299,13,false,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,359,103025,13,false,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,354,114283,13,false,3,7,10,0,1,0,0,0,0,0,0,0,2,0,0.03,0.03,0,
70,346,121145,13,false,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,352,121160,13,false,1,7,90,1,1,0,0,0,0,2,0,0,7,0,0,0,0.44,
70,342,126184,13,false,2,7,79,1,1,0,0,0,0,2,0,0,11,0.11,0.02,0.13,0.44,
70,357,146941,13,false,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,364,155405,13,false,3,7,25,0,1,0,0,0,0,1,0,0,2,0.07,0.06,0.13,0.36,
70,367,164484,13,false,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,344,165809,13,false,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,350,171314,13,false,2,7,90,1,-1,0,0,1,0,2,0,0,9,0.15,0.29,0.44,0.44,
70,353,209244,13,false,3,7,90,1,2,0,0,0,0,2,0,0,11,0.07,0.18,0.25,0.44,
70,341,211975,13,false,2,7,90,1,1,0,0,0,0,2,0,0,18,0.08,0.06,0.14,0.44,
70,365,220566,13,false,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,355,223094,13,false,4,7,90,1,2,0,0,0,0,2,0,0,7,0.06,0.03,0.09,0.44,
70,678,248875,13,false,3,7,90,1,1,0,0,0,0,2,0,0,11,0.17,0.23,0.4,0.44,
70,366,437468,13,false,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,343,461358,13,false,4,7,90,1,8,1,0,0,0,2,0,3,29,0.09,0.08,0.17,0.44,
70,348,463210,13,false,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,566,465351,13,false,3,7,45,1,1,0,0,0,0,1,0,0,3,0,0.05,0.05,0.08,
70,358,477064,13,false,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,616,477424,13,false,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,345,477555,13,false,3,7,45,0,4,0,1,0,0,1,0,0,13,0,0.11,0.11,0.36,
70,363,482769,13,false,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,551,60232,20,true,2,7,90,1,2,0,0,0,0,1,0,0,10,0,0,0,0.87,
70,546,79602,20,true,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,598,87835,20,true,2,7,16,0,1,0,0,0,0,0,0,0,3,0,0,0,0.14,
70,570,88484,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,560,114128,20,true,2,7,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0.07,
70,564,138001,20,true,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,569,149065,20,true,1,7,90,1,4,0,0,0,0,1,7,1,22,0,0,0,0.87,
70,565,151086,20,true,3,7,90,1,1,0,0,0,0,1,0,0,4,0,0,0,0.87,
70,554,181284,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,557,184754,20,true,3,7,85,1,8,1,0,0,0,1,0,2,26,0.44,0.01,0.45,0.8,
70,572,200402,20,true,2,7,90,1,2,0,0,0,0,1,0,0,12,0,0,0,0.87,
70,568,200600,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,563,214048,20,true,2,7,90,1,2,0,0,0,0,1,0,0,13,0,0.01,0.01,0.87,
70,571,216208,20,true,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,351,220394,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,715,231057,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,697,231480,20,true,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,555,240299,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,550,245923,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,567,247632,20,true,3,7,90,1,4,0,1,0,0,1,0,0,9,0,0,0,0.87,
70,561,428610,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,562,429414,20,true,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,590,430871,20,true,4,7,85,1,5,0,1,0,0,1,0,0,20,0,0.4,0.4,0.8,
70,547,431960,20,true,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,556,441271,20,true,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,559,448089,20,true,3,7,66,1,2,0,0,0,0,1,0,0,5,0,0.01,0.01,0.72,
70,545,448514,20,true,2,7,73,1,2,0,0,0,0,1,0,0,4,0,0.01,0.01,0.72,
70,552,449988,20,true,4,7,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.07,
70,574,476502,20,true,3,7,23,0,1,0,0,0,0,0,0,0,2,0,0,0,0.14,
70,548,490721,20,true,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,573,510362,20,true,2,7,90,1,2,0,0,0,0,1,0,0,7,0,0,0,0.87,
70,549,510363,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,704,531363,20,true,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,698,593001,20,true,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,2,58822,1,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,30,84450,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,9,85955,1,true,3,8,74,1,2,0,0,0,1,0,0,0,9,0,0.04,0.04,0.55,
71,18,115918,1,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,26,116216,1,true,3,8,45,1,1,0,0,0,0,0,0,0,3,0,0.01,0.01,0.42,
71,3,153256,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,113,154561,1,true,1,8,90,1,6,0,0,0,1,0,0,0,20,0,0,0,0.55,
71,15,167199,1,true,3,8,15,0,1,0,0,0,0,0,0,0,3,0,0.02,0.02,0,
71,14,184029,1,true,3,8,90,1,3,0,0,0,1,0,0,0,7,0.08,0.16,0.24,0.55,
71,24,192895,1,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,16,195735,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,29,198869,1,true,2,8,90,1,9,0,0,0,1,0,0,3,31,0,0.07,0.07,0.55,
71,578,200641,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,540,204480,1,true,3,8,90,1,3,0,0,0,1,0,0,0,18,0,0.1,0.1,0.55,
71,13,205533,1,true,4,8,74,1,2,0,0,0,1,0,0,0,-1,0.16,0,0.16,0.55,
71,8,205651,1,true,4,8,90,1,1,0,0,0,1,0,0,0,-1,0.02,0.05,0.07,0.55,
71,31,206325,1,true,2,8,74,1,7,0,0,0,1,0,0,1,26,0.08,0.01,0.09,0.55,
71,22,209289,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,6,219847,1,true,3,8,15,0,4,0,1,0,0,0,0,0,12,0,0.03,0.03,0,
71,19,223340,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,25,223723,1,true,2,8,15,0,1,0,0,0,0,0,0,0,3,0,0.04,0.04,0,
71,17,225321,1,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,5,226597,1,true,2,8,90,1,8,0,0,0,1,0,0,2,27,0,0,0,0.55,
71,1,232223,1,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,4,438098,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,10,440854,1,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,12,444145,1,true,3,8,45,0,6,1,0,0,0,0,0,0,25,0.07,0.01,0.08,0.14,
71,585,445122,1,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,20,462424,1,true,2,8,90,1,7,0,0,0,1,0,0,1,26,0,0.01,0.01,0.55,
71,646,463748,1,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,11,479683,1,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,347,17601,13,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,369,58621,13,false,2,8,90,1,2,0,0,0,0,1,0,0,17,0,0.03,0.03,0.41,
71,349,61366,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,361,88248,13,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,356,91651,13,false,3,8,67,1,2,0,0,0,1,0,0,0,8,0,0.02,0.02,0.35,
71,368,97299,13,false,2,8,22,0,1,0,0,0,0,1,0,0,3,0,0,0,0.06,
71,359,103025,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,354,114283,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,346,121145,13,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,352,121160,13,false,1,8,90,1,1,0,0,0,0,1,1,0,11,0,0,0,0.41,
71,342,126184,13,false,2,8,90,1,2,0,0,0,0,1,0,0,13,0.3,0.01,0.31,0.41,
71,357,146941,13,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,364,155405,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,367,164484,13,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,344,165809,13,false,3,8,90,1,1,0,0,0,0,1,0,0,10,0,0.02,0.02,0.41,
71,350,171314,13,false,2,8,90,1,2,0,0,0,0,1,0,0,10,0,0.01,0.01,0.41,
71,353,209244,13,false,3,8,90,1,2,0,0,0,0,1,0,0,15,0,0.23,0.23,0.41,
71,341,211975,13,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,365,220566,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,355,223094,13,false,4,8,90,1,2,0,0,0,0,1,0,0,11,0,0.17,0.17,0.41,
71,678,248875,13,false,3,8,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0.06,
71,366,437468,13,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,343,461358,13,false,4,8,67,1,2,0,0,0,1,0,0,0,7,0.15,0.04,0.19,0.35,
71,348,463210,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,566,465351,13,false,3,8,22,0,1,0,0,0,0,1,0,0,8,0,0,0,0.06,
71,358,477064,13,false,2,8,67,1,6,0,0,0,1,0,0,0,23,0,0.01,0.01,0.35,
71,616,477424,13,false,2,8,90,1,2,0,0,0,0,1,0,0,9,0.1,0.03,0.13,0.41,
71,345,477555,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,363,482769,13,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,142,15157,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,138,39155,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,148,49262,5,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,154,50175,5,true,4,8,30,0,1,0,0,0,0,0,0,0,2,0,0,0,0.32,
72,134,60307,5,true,3,8,90,1,2,0,0,0,0,2,0,0,7,0.08,0.06,0.14,2.49,
72,129,83299,5,true,2,8,90,1,8,1,0,0,0,2,0,1,27,0.79,0.06,0.85,2.49,
72,140,109345,5,true,3,8,90,1,7,0,1,0,0,2,0,2,33,0.17,0.38,0.55,2.49,
72,153,110735,5,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,151,111478,5,true,2,8,90,1,1,0,0,0,0,2,0,0,5,0,0.01,0.01,2.49,
72,128,168090,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,131,204214,5,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,155,204676,5,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,141,209288,5,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,606,223434,5,true,2,8,62,1,1,0,0,0,0,2,0,0,14,0,0,0,2.17,
72,139,232792,5,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,127,233425,5,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,123,235382,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,147,240514,5,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,144,243505,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,133,243568,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,146,441192,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,136,442229,5,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,149,450434,5,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,143,451340,5,true,3,8,90,1,2,0,0,0,0,2,0,0,4,0.2,0.02,0.22,2.49,
72,700,465607,5,true,3,8,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0.09,
72,150,469142,5,true,2,8,27,0,1,0,0,0,0,0,0,0,4,0,0,0,0.32,
72,130,474120,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,135,475168,5,true,4,8,88,1,2,0,0,0,0,2,0,0,0,0.57,0.1,0.67,2.4,
72,137,484658,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,132,487117,5,true,4,8,59,1,1,0,0,0,0,2,0,0,1,0.05,0.01,0.06,2.17,
72,152,489639,5,true,1,8,90,1,1,0,0,0,0,2,2,0,18,0,0,0,2.49,
72,124,509416,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,621,532529,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,690,535301,5,true,3,8,90,1,1,0,0,0,0,2,0,0,6,0.1,0.01,0.11,2.49,
72,122,535818,5,true,3,8,90,1,7,1,0,0,0,2,0,0,23,0.35,0.04,0.39,2.49,
72,125,536916,5,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,299,56979,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,289,60706,11,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,305,60914,11,false,2,8,72,1,2,0,0,0,0,1,0,0,11,0,0,0,1.16,
72,310,61558,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,313,97032,11,false,2,8,90,1,1,0,0,0,0,2,0,0,14,0,0.01,0.01,2.3,
72,291,116535,11,false,1,8,90,1,1,0,0,0,0,2,1,0,14,0,0,0,2.3,
72,296,116643,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,308,118748,11,false,3,8,90,1,15,2,0,0,0,2,0,3,43,1.45,0.07,1.52,2.3,
72,307,122798,11,false,2,8,90,1,1,0,0,0,0,2,0,0,23,0,0.05,0.05,2.3,
72,668,158983,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,290,169187,11,false,2,8,79,1,1,0,0,0,0,2,0,0,19,0,0.02,0.02,1.81,
72,298,171287,11,false,2,8,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0.49,
72,294,194634,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,306,197464,11,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,301,200720,11,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,302,204716,11,false,2,8,17,0,1,0,0,0,0,1,0,0,2,0,0,0,1.14,
72,300,206915,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,311,214285,11,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,304,243016,11,false,3,8,90,1,2,0,0,0,0,2,0,0,16,0.01,0.02,0.03,2.3,
72,297,243298,11,false,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,303,244731,11,false,3,8,90,1,2,0,0,0,0,2,0,0,6,0.12,0.05,0.17,2.3,
72,309,424876,11,false,3,8,90,1,4,0,1,0,0,2,0,0,24,0.01,0.61,0.62,2.3,
72,708,441266,11,false,3,8,45,0,1,0,0,0,0,1,0,0,0,0.78,0.01,0.79,1.66,
72,626,441428,11,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,312,444765,11,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,295,444884,11,false,3,8,45,1,1,0,0,0,0,1,0,0,2,0,0.02,0.02,0.64,
72,293,447203,11,false,4,8,90,1,5,0,1,0,0,2,0,0,14,0.11,0.38,0.49,2.3,
72,726,462491,11,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,629,491501,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,627,491970,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,628,496208,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,292,535928,11,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,163,40145,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,177,44683,6,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,170,60586,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,600,83283,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,178,103914,6,true,2,8,90,1,0,0,0,0,0,4,0,0,9,0.06,0.01,0.07,1.58,
73,183,120202,6,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,181,133085,6,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,165,172567,6,true,3,8,60,1,1,0,0,0,0,2,0,0,6,0,0,0,1.19,
73,161,172782,6,true,3,8,90,1,2,0,0,0,0,4,0,0,17,0,0.05,0.05,1.58,
73,608,179458,6,true,3,8,11,0,1,0,0,0,0,0,0,0,3,0.1,0.01,0.11,0,
73,159,183751,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,158,189776,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,176,192290,6,true,2,8,29,0,0,0,0,0,0,2,0,0,8,0,0.02,0.02,0.39,
73,475,207189,6,true,3,8,90,1,2,0,0,0,0,4,0,0,8,0.04,0.01,0.05,1.58,
73,173,216616,6,true,2,8,45,0,0,0,0,0,0,3,0,0,4,0,0,0,1.26,
73,175,220037,6,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,174,220598,6,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,180,226473,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,172,232917,6,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,160,241231,6,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,674,247245,6,true,2,8,90,1,0,0,0,0,0,4,0,0,11,0,0,0,1.58,
73,162,250735,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,166,432711,6,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,596,432720,6,true,1,8,90,1,0,0,0,0,0,4,2,0,18,0,0,0,1.58,
73,168,435973,6,true,4,8,90,1,5,0,1,0,0,4,0,0,14,0.13,0.09,0.22,1.58,
73,706,437748,6,true,3,8,60,1,2,0,0,0,0,2,0,0,-1,0.21,0,0.21,1.19,
73,694,437757,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,182,441455,6,true,2,8,60,1,1,0,0,0,0,2,0,0,2,0,0.01,0.01,1.19,
73,675,447715,6,true,3,8,29,0,1,0,0,0,0,2,0,0,4,0,0,0,0.39,
73,179,461102,6,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,622,461567,6,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,167,478969,6,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,171,483391,6,true,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,605,487702,6,true,3,8,29,0,1,0,0,0,0,2,0,0,4,0.04,0.02,0.06,0.39,
73,157,487968,6,true,2,8,45,1,-1,0,0,1,0,1,0,0,-1,0,0,0,0.32,
73,594,492831,6,true,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,169,493347,6,true,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,184,511783,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,164,530873,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,660,550839,6,true,3,8,78,1,6,1,0,0,0,4,0,0,29,0.18,0.47,0.65,1.58,
73,156,578614,6,true,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,189,41328,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,217,51090,7,false,2,8,90,1,1,0,0,0,0,1,0,0,9,0,0.01,0.01,0.75,
73,188,54694,7,false,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,207,66749,7,false,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,216,103955,7,false,3,8,82,1,16,1,2,0,0,1,0,3,40,0.39,0.1,0.49,0.56,
73,187,109745,7,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,190,118335,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,192,122074,7,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,218,124183,7,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,195,172850,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,213,176413,7,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,198,179268,7,false,2,8,90,1,1,0,0,0,0,1,0,0,12,0,0.01,0.01,0.75,
73,194,180736,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,185,199598,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,214,204727,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,212,213198,7,false,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,145,215059,7,false,1,8,90,1,2,0,0,0,0,1,2,0,17,0,0,0,0.75,
73,611,220362,7,false,2,8,90,1,2,0,0,0,0,1,0,0,13,0,0.19,0.19,0.75,
73,206,225796,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,202,232787,7,false,3,8,90,1,5,0,1,0,0,1,0,0,27,0,0.07,0.07,0.75,
73,191,242880,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,362,244851,7,false,3,8,85,1,12,1,1,0,0,1,0,2,36,0.88,0.1,0.98,0.56,
73,723,248854,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,208,248857,7,false,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,193,440323,7,false,4,8,45,1,1,0,0,0,0,1,0,0,0,0.08,0.02,0.1,0.29,
73,609,441302,7,false,3,8,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0.18,
73,201,444463,7,false,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,199,448047,7,false,3,8,90,1,1,0,0,0,0,1,0,0,11,0.08,0.06,0.14,0.75,
73,687,457569,7,false,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,197,460028,7,false,2,8,90,1,2,0,0,0,0,1,0,0,20,0,0.01,0.01,0.75,
