id,event,team_h,team_a,team_h_score,team_a_score,finished
1,1,1,7,3,0,true
2,1,4,19,3,0,true
3,1,9,8,2,0,true
4,1,11,16,2,0,true
5,1,12,20,2,1,true
6,1,18,13,0,1,true
7,1,5,2,4,0,true
8,1,15,3,2,1,true
9,1,17,14,2,2,true
10,1,10,6,2,3,true
11,2,8,15,1,4,true
12,2,3,9,1,1,true
13,2,7,11,0,1,true
14,2,14,18,2,2,true
15,2,19,17,0,2,true
16,2,6,5,4,3,true
17,2,13,4,1,1,true
18,2,16,12,5,2,true
19,2,20,10,1,0,true
20,2,2,1,0,1,true
21,3,12,14,0,2,true
22,3,4,20,1,1,true
23,3,5,13,1,1,true
24,3,10,8,2,3,true
25,3,11,2,0,0,true
26,3,15,7,1,0,true
27,3,17,3,2,2,true
28,3,18,19,0,0,true
29,3,1,6,2,1,true
30,3,9,16,2,2,true
31,4,2,18,1,2,true
32,4,3,4,2,2,true
33,4,6,11,2,2,true
34,4,8,12,2,3,true
35,4,14,10,0,0,true
36,4,20,1,0,2,true
37,4,19,9,0,0,true
38,4,7,5,0,5,true
39,4,16,15,0,1,true
40,4,13,17,4,1,true
41,5,4,6,3,0,true
42,5,5,1,3,0,true
43,5,9,12,1,0,true
44,5,13,8,0,0,true
45,5,15,20,5,3,true
46,5,17,11,2,1,true
47,5,18,7,0,1,true
48,5,19,2,2,3,true
49,5,3,14,0,1,true
50,5,10,16,1,1,true
51,6,1,13,,,false
52,6,2,4,,,false
53,6,6,3,,,false
54,6,7,17,,,false
55,6,8,18,,,false
56,6,11,9,,,false
57,6,12,10,,,false
58,6,14,15,,,false
59,6,16,19,,,false
60,6,20,5,,,false
61,7,3,20,,,false
62,7,4,14,,,false
63,7,5,8,,,false
64,7,9,6,,,false
65,7,10,11,,,false
66,7,13,16,,,false
67,7,15,12,,,false
68,7,17,2,,,false
69,7,18,1,,,false
70,7,19,7,,,false
71,8,1,9,,,false
72,8,2,15,,,false
73,8,6,19,,,false
74,8,7,10,,,false
75,8,8,17,,,false
76,8,11,4,,,false
77,8,12,18,,,false
78,8,14,5,,,false
79,8,16,3,,,false
80,8,20,13,,,false
81,9,2,10,,,false
82,9,3,13,,,false
83,9,4,18,,,false
84,9,6,16,,,false
85,9,7,20,,,false
86,9,11,12,,,false
87,9,14,1,,,false
88,9,15,5,,,false
89,9,17,9,,,false
90,9,19,8,,,false
91,10,1,11,,,false
92,10,5,4,,,false
93,10,8,14,,,false
94,10,9,7,,,false
95,10,10,17,,,false
96,10,12,3,,,false
97,10,13,19,,,false
98,10,16,2,,,false
99,10,18,15,,,false
100,10,20,6,,,false
101,11,2,20,,,false
102,11,3,18,,,false
103,11,4,9,,,false
104,11,6,13,,,false
105,11,7,8,,,false
106,11,11,5,,,false
107,11,14,16,,,false
108,11,15,10,,,false
109,11,17,1,,,false
110,11,19,12,,,false
111,12,1,15,,,false
112,12,5,17,,,false
113,12,8,11,,,false
114,12,9,14,,,false
115,12,10,3,,,false
116,12,12,2,,,false
117,12,13,7,,,false
118,12,16,4,,,false
119,12,18,6,,,false
120,12,20,19,,,false
121,13,2,9,,,false
122,13,3,5,,,false
123,13,4,1,,,false
124,13,6,8,,,false
125,13,7,12,,,false
126,13,11,18,,,false
127,13,14,20,,,false
128,13,15,13,,,false
129,13,17,16,,,false
130,13,19,10,,,false
131,14,2,8,,,false
132,14,3,11,,,false
133,14,4,15,,,false
134,14,6,14,,,false
135,14,9,10,,,false
136,14,13,12,,,false
137,14,16,7,,,false
138,14,17,20,,,false
139,14,18,5,,,false
140,14,19,1,,,false
141,15,1,3,,,false
142,15,5,9,,,false
143,15,7,2,,,false
144,15,8,16,,,false
145,15,10,4,,,false
146,15,11,19,,,false
147,15,12,17,,,false
148,15,14,13,,,false
149,15,15,6,,,false
150,15,20,18,,,false
151,16,1,16,,,false
152,16,3,7,,,false
153,16,4,17,,,false
154,16,5,12,,,false
155,16,6,2,,,false
156,16,13,10,,,false
157,16,14,19,,,false
158,16,15,11,,,false
159,16,18,9,,,false
160,16,20,8,,,false
161,17,2,13,,,false
162,17,7,6,,,false
163,17,8,1,,,false
164,17,9,20,,,false
165,17,10,5,,,false
166,17,11,14,,,false
167,17,12,4,,,false
168,17,16,18,,,false
169,17,17,15,,,false
170,17,19,3,,,false
171,18,2,14,,,false
172,18,7,4,,,false
173,18,8,3,,,false
174,18,9,15,,,false
175,18,10,1,,,false
176,18,11,13,,,false
177,18,12,6,,,false
178,18,16,20,,,false
179,18,17,18,,,false
180,18,19,5,,,false
181,19,1,12,,,false
182,19,3,2,,,false
183,19,4,8,,,false
184,19,5,16,,,false
185,19,6,17,,,false
186,19,13,9,,,false
187,19,14,7,,,false
188,19,15,19,,,false
189,19,18,10,,,false
190,19,20,11,,,false
191,20,1,4,,,false
192,20,5,3,,,false
193,20,8,6,,,false
194,20,9,2,,,false
195,20,10,19,,,false
196,20,12,7,,,false
197,20,13,15,,,false
198,20,16,17,,,false
199,20,18,11,,,false
200,20,20,14,,,false
201,21,2,16,,,false
202,21,3,12,,,false
203,21,4,5,,,false
204,21,6,20,,,false
205,21,7,9,,,false
206,21,11,1,,,false
207,21,14,8,,,false
208,21,15,18,,,false
209,21,17,10,,,false
210,21,19,13,,,false
211,22,1,17,,,false
212,22,5,15,,,false
213,22,8,19,,,false
214,22,9,4,,,false
215,22,10,2,,,false
216,22,12,11,,,false
217,22,13,6,,,false
218,22,16,14,,,false
219,22,18,3,,,false
220,22,20,7,,,false
221,23,2,12,,,false
222,23,3,10,,,false
223,23,4,16,,,false
224,23,6,18,,,false
225,23,7,13,,,false
226,23,11,8,,,false
227,23,14,9,,,false
228,23,15,1,,,false
229,23,17,5,,,false
230,23,19,20,,,false
231,24,1,14,,,false
232,24,5,11,,,false
233,24,8,7,,,false
234,24,9,17,,,false
235,24,10,15,,,false
236,24,12,19,,,false
237,24,13,3,,,false
238,24,16,6,,,false
239,24,18,4,,,false
240,24,20,2,,,false
241,25,2,3,,,false
242,25,7,14,,,false
243,25,8,4,,,false
244,25,9,13,,,false
245,25,10,18,,,false
246,25,11,20,,,false
247,25,12,1,,,false
248,25,16,5,,,false
249,25,17,6,,,false
250,25,19,15,,,false
251,26,1,10,,,false
252,26,3,8,,,false
253,26,4,7,,,false
254,26,5,19,,,false
255,26,6,12,,,false
256,26,13,2,,,false
257,26,14,11,,,false
258,26,15,17,,,false
259,26,18,16,,,false
260,26,20,9,,,false
261,27,2,6,,,false
262,27,7,3,,,false
263,27,8,20,,,false
264,27,9,18,,,false
265,27,10,13,,,false
266,27,11,15,,,false
267,27,12,5,,,false
268,27,16,1,,,false
269,27,17,4,,,false
270,27,19,14,,,false
271,28,1,8,,,false
272,28,3,19,,,false
273,28,4,12,,,false
274,28,5,10,,,false
275,28,6,7,,,false
276,28,13,11,,,false
277,28,14,2,,,false
278,28,15,9,,,false
279,28,18,17,,,false
280,28,20,16,,,false
281,29,2,11,,,false
282,29,3,17,,,false
283,29,6,1,,,false
284,29,7,15,,,false
285,29,8,10,,,false
286,29,13,5,,,false
287,29,14,12,,,false
288,29,16,9,,,false
289,29,20,4,,,false
290,29,19,18,,,false
291,30,1,20,,,false
292,30,4,3,,,false
293,30,5,7,,,false
294,30,9,19,,,false
295,30,10,14,,,false
296,30,11,6,,,false
297,30,12,8,,,false
298,30,15,16,,,false
299,30,17,13,,,false
300,30,18,2,,,false
301,31,2,5,,,false
302,31,3,15,,,false
303,31,6,10,,,false
304,31,7,1,,,false
305,31,8,9,,,false
306,31,13,18,,,false
307,31,14,17,,,false
308,31,16,11,,,false
309,31,20,12,,,false
310,31,19,4,,,false
311,32,1,2,,,false
312,32,4,13,,,false
313,32,5,6,,,false
314,32,9,3,,,false
315,32,10,20,,,false
316,32,11,7,,,false
317,32,12,16,,,false
318,32,15,8,,,false
319,32,17,19,,,false
320,32,18,14,,,false
321,33,2,7,,,false
322,33,3,1,,,false
323,33,4,10,,,false
324,33,6,15,,,false
325,33,9,5,,,false
326,33,13,14,,,false
327,33,16,8,,,false
328,33,17,12,,,false
329,33,18,20,,,false
330,33,19,11,,,false
331,34,1,19,,,false
332,34,5,18,,,false
333,34,7,16,,,false
334,34,8,2,,,false
335,34,10,9,,,false
336,34,11,3,,,false
337,34,12,13,,,false
338,34,14,6,,,false
339,34,15,4,,,false
340,34,20,17,,,false
341,35,3,16,,,false
342,35,4,2,,,false
343,35,5,20,,,false
344,35,9,11,,,false
345,35,10,12,,,false
346,35,13,1,,,false
347,35,15,14,,,false
348,35,17,7,,,false
349,35,18,8,,,false
350,35,19,6,,,false
351,36,1,18,,,false
352,36,2,17,,,false
353,36,6,9,,,false
354,36,7,19,,,false
355,36,8,5,,,false
356,36,11,10,,,false
357,36,12,15,,,false
358,36,14,4,,,false
359,36,16,13,,,false
360,36,20,3,,,false
361,37,3,6,,,false
362,37,4,11,,,false
363,37,5,14,,,false
364,37,9,1,,,false
365,37,10,7,,,false
366,37,13,20,,,false
367,37,15,2,,,false
368,37,17,8,,,false
369,37,18,12,,,false
370,37,19,16,,,false
371,38,1,5,,,false
372,38,2,19,,,false
373,38,6,4,,,false
374,38,7,18,,,false
375,38,8,13,,,false
376,38,11,17,,,false
377,38,12,9,,,false
378,38,14,3,,,false
379,38,16,10,,,false
380,38,20,15,,,false
