fixture,element,code,team,was_home,position,round,minutes,starts,total_points,goals_scored,assists,own_goals,clean_sheets,goals_conceded,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution
13,282,232351,11,false,2,2,90,1,6,0,0,0,1,0,0,0,21,0,0.07,0.07,1.29,2
13,287,232905,11,false,3,2,31,0,6,1,0,0,0,0,0,0,24,0.58,0,0.58,0.2,1
13,290,243413,11,false,3,2,90,1,2,0,0,0,1,0,0,0,6,0,0.01,0.01,1.29,10
13,281,433590,11,false,2,2,45,0,1,0,0,0,0,0,0,0,4,0,0,0,0.2,3
13,276,444307,11,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,563,445028,11,false,3,2,45,1,1,0,0,0,0,0,0,0,6,0,0,0,1.09,3
13,283,449428,11,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,340,462635,11,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,291,465525,11,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,589,469266,11,false,3,2,45,0,1,0,0,0,0,0,0,0,6,0,0.01,0.01,0.2,6
13,297,470294,11,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,572,473284,11,false,1,2,90,1,10,0,0,0,1,0,3,3,32,0,0,0,1.29,0
13,293,490161,11,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,617,490884,11,false,3,2,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0.18,0
13,275,494950,11,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,298,500957,11,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,278,501902,11,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,299,534392,11,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,286,540324,11,false,3,2,82,1,6,0,1,0,1,0,0,0,23,0.12,0.02,0.14,1.11,10
13,574,552946,11,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,294,553783,11,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,585,597462,11,false,2,2,31,0,1,0,0,0,0,0,0,0,3,0,0,0,0.2,1
13,586,606930,11,false,2,2,58,1,1,0,0,0,0,0,0,0,9,0.01,0,0.01,1.09,9
13,576,608227,11,false,3,2,58,1,0,0,0,0,0,0,0,0,-2,0.01,0.01,0.02,1.09,7
13,284,661800,11,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,356,97032,14,true,2,2,90,1,1,0,0,0,0,2,0,0,5,0,0.03,0.03,2.3,7
14,350,116535,14,true,1,2,90,1,0,0,0,0,0,2,1,0,-5,0,0,0,2.3,0
14,352,155503,14,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,374,158983,14,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,359,171287,14,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,373,206915,14,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,364,214285,14,true,2,2,19,0,1,0,0,0,0,0,0,0,4,0.04,0.01,0.05,0.07,0
14,357,216094,14,true,2,2,70,1,1,0,0,0,0,2,0,0,9,0,0.02,0.02,2.23,6
14,379,219168,14,true,4,2,90,1,8,1,0,0,0,2,0,2,30,0.99,0,0.99,2.3,1
14,370,223541,14,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,372,243016,14,true,3,2,76,1,2,0,0,0,0,2,0,0,10,0,0.39,0.39,2.23,10
14,367,243298,14,true,3,2,70,1,5,0,1,0,0,2,0,0,21,0,0.65,0.65,2.23,3
14,368,424876,14,true,3,2,90,1,4,0,0,0,0,2,0,0,24,0.16,0.17,0.33,2.3,13
14,354,432987,14,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,371,441266,14,true,3,2,19,0,1,0,0,0,0,0,0,0,7,0,0.01,0.01,0.07,1
14,383,444884,14,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,579,445087,14,true,2,2,13,0,0,0,0,0,0,0,0,0,-1,0,0.01,0.01,0.07,1
14,351,449027,14,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,355,464353,14,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,365,489580,14,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,378,491501,14,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,360,492777,14,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,366,494595,14,true,3,2,90,1,4,0,1,0,0,2,0,0,23,0.23,0.2,0.43,2.3,10
14,382,500058,14,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,380,510663,14,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,381,514514,14,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,361,519440,14,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,376,535928,14,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,358,544877,14,true,2,2,70,1,1,0,0,0,0,2,0,0,9,0,0.01,0.01,2.23,8
14,377,551499,14,true,3,2,90,1,6,1,0,0,0,2,0,0,24,0.32,0.19,0.51,2.3,7
14,353,586268,14,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,375,591386,14,true,3,2,13,0,1,0,0,0,0,0,0,0,3,0,0,0,0.07,5
14,362,606702,14,true,2,2,76,1,3,0,0,0,0,2,0,0,13,0,0.05,0.05,2.23,11
14,369,611922,14,true,3,2,19,0,1,0,0,0,0,0,0,0,5,0,0.03,0.03,0.07,0
14,363,647681,14,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,490,60689,18,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,467,85633,18,false,1,2,90,1,1,0,0,0,0,2,2,0,6,0,0.01,0.01,1.75,0
14,473,159506,18,false,2,2,85,1,0,0,0,0,0,2,0,0,2,0,0.35,0.35,1.75,5
14,558,204561,18,false,3,2,90,1,4,0,0,0,0,2,0,0,15,0.05,0,0.05,1.75,15
14,476,204822,18,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,489,204968,18,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,482,209046,18,false,3,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
14,488,210462,18,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,469,215136,18,false,2,2,90,1,6,0,1,0,0,2,0,0,16,0.12,0.15,0.27,1.75,12
14,468,221389,18,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,480,222531,18,false,3,2,90,1,13,1,1,0,0,2,0,3,36,0.79,0.04,0.83,1.75,5
14,471,227444,18,false,2,2,90,1,3,0,0,0,0,2,0,0,3,0,0,0,1.75,13
14,487,250199,18,false,3,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
14,590,428971,18,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,486,432714,18,false,3,2,90,1,2,0,0,0,0,2,0,0,16,0,0.16,0.16,1.75,8
14,483,456512,18,false,3,2,65,1,9,1,0,0,0,1,0,2,30,0.35,0.63,0.98,1.42,9
14,167,463034,18,false,4,2,24,0,1,0,0,0,0,1,0,0,9,0.07,0,0.07,0.33,0
14,493,465680,18,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,478,470315,18,false,2,2,4,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1
14,485,476887,18,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,491,482973,18,false,4,2,90,1,1,0,0,0,0,2,0,0,4,0.74,0.04,0.78,1.75,5
14,470,485047,18,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,475,500151,18,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,484,503301,18,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,479,538638,18,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,477,549067,18,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,581,568420,18,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,474,575458,18,false,2,2,90,1,1,0,0,0,0,2,0,0,6,0,0,0,1.75,8
14,472,575476,18,false,2,2,90,1,1,0,0,0,0,2,0,0,2,0.18,0,0.18,1.75,6
15,448,78916,17,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,443,81441,17,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,442,98747,17,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,457,114243,17,false,3,2,8,0,1,0,0,0,0,0,0,0,3,0,0.2,0.2,0.38,3
15,446,119471,17,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,458,180974,17,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,460,200089,17,false,3,2,70,1,3,0,0,0,1,0,0,0,0,0.07,0.02,0.09,0.74,2
15,453,201666,17,false,3,2,90,1,3,0,0,0,1,0,0,0,9,0.04,0.01,0.05,1.12,4
15,464,216646,17,false,4,2,81,1,8,1,0,0,1,0,0,2,37,0.35,0,0.35,0.74,6
15,447,220237,17,false,2,2,90,1,5,0,0,0,1,0,0,0,22,0.01,0,0.01,1.12,5
15,456,232653,17,false,3,2,8,0,1,0,0,0,0,0,0,0,3,0,0.13,0.13,0.38,1
15,450,441191,17,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,454,449434,17,false,3,2,81,1,8,1,0,0,1,0,0,0,32,0.2,0.1,0.3,0.74,3
15,593,463726,17,false,2,2,90,1,11,0,1,0,1,0,0,2,37,0,0.06,0.06,1.12,8
15,445,465642,17,false,2,2,90,1,6,0,0,0,1,0,0,0,25,0,0.02,0.02,1.12,3
15,405,465694,17,false,3,2,70,1,2,0,0,0,1,0,0,0,9,0,0.2,0.2,0.74,4
15,463,470313,17,false,4,2,19,0,4,0,1,0,0,0,0,0,18,0.02,0.01,0.03,0.38,0
15,567,470551,17,false,1,2,90,1,7,0,0,0,1,0,4,0,32,0,0,0,1.12,0
15,449,487838,17,false,2,2,90,1,11,0,0,0,1,0,0,3,52,0.03,0.31,0.34,1.12,13
15,465,538207,17,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,451,545477,17,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,459,547719,17,false,3,2,90,1,3,0,0,0,1,0,0,0,16,0,0.04,0.04,1.12,9
15,609,553746,17,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,444,554578,17,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,466,599303,17,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,461,611665,17,false,3,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
15,559,632794,17,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,462,636852,17,false,3,2,19,0,1,0,0,0,0,0,0,0,4,0,0,0,0.38,3
15,497,67089,19,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,508,115556,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,502,122798,19,true,2,2,67,1,2,0,0,0,0,1,0,0,7,0.06,0.02,0.08,0.48,3
15,501,135720,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,526,154566,19,true,4,2,15,0,1,0,0,0,0,0,0,0,6,0.2,0,0.2,0,0
15,515,172780,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,494,184254,19,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,516,202993,19,true,3,2,90,1,2,0,0,0,0,2,0,0,17,0,0.02,0.02,0.72,11
15,527,212319,19,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,495,214572,19,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,498,221466,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,500,221632,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,519,232787,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,505,232859,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,455,432422,19,true,3,2,74,1,2,0,0,0,0,2,0,0,16,0.05,0.02,0.07,0.72,4
15,401,438234,19,true,4,2,90,1,2,0,0,0,0,2,0,0,14,0.17,0.07,0.24,0.72,4
15,499,441164,19,true,2,2,90,1,1,0,0,0,0,2,0,0,1,0.33,0.1,0.43,0.72,4
15,521,445044,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,512,460842,19,true,3,2,22,0,1,0,0,0,0,1,0,0,4,0.04,0.01,0.05,0.24,2
15,112,469142,19,true,2,2,90,1,1,0,0,0,0,2,0,0,9,0.11,0.03,0.14,0.72,8
15,518,482442,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,496,485055,19,true,1,2,90,1,1,0,0,0,0,2,0,0,4,0,0,0,0.72,0
15,506,487053,19,true,2,2,22,0,1,0,0,0,0,1,0,0,2,0,0.19,0.19,0.24,1
15,528,490145,19,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,503,491279,19,true,2,2,90,1,0,0,0,0,0,2,0,0,5,0,0.02,0.02,0.72,8
15,513,493362,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,510,499716,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,523,499721,19,true,3,2,22,0,1,0,0,0,0,1,0,0,1,0.02,0,0.02,0.24,1
15,524,499726,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,403,510281,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,514,511499,19,true,3,2,67,1,2,0,0,0,0,1,0,0,10,0.14,0.03,0.17,0.48,3
15,522,547701,19,true,3,2,67,1,2,0,0,0,0,1,0,0,9,0,0,0,0.48,6
15,507,548308,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,517,550839,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,525,551226,19,true,3,2,90,1,2,0,0,0,0,2,0,0,18,0.01,0.17,0.18,0.72,8
15,520,570526,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,601,611917,19,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,511,616221,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,509,640419,19,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,111,49262,5,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,124,60307,5,false,3,2,90,1,13,1,1,0,0,4,0,3,46,0.05,0.11,0.16,2.93,6
16,116,83299,5,false,2,2,90,1,-1,0,0,0,0,4,0,0,-4,0,0.01,0.01,2.93,3
16,114,204120,5,false,2,2,90,1,-1,0,0,0,0,4,0,0,-2,0.05,0.11,0.16,2.93,3
16,126,219249,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,328,222694,5,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,118,223434,5,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,113,231416,5,false,2,2,90,1,0,0,0,0,0,4,0,0,-4,0.02,0.01,0.03,2.93,0
16,121,451340,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,119,451490,5,false,2,2,10,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.04,0
16,120,454490,5,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,125,463067,5,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,115,465730,5,false,2,2,90,1,0,0,0,0,0,4,0,0,-2,0.03,0.05,0.08,2.93,2
16,130,467779,5,false,2,2,79,1,0,0,0,0,0,4,0,0,6,0.03,0.08,0.11,2.89,7
16,139,487117,5,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,109,489639,5,false,1,2,90,1,0,0,0,0,0,4,1,0,-1,0,0,0,2.93,0
16,129,509416,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,614,512123,5,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,127,514254,5,false,3,2,90,1,5,0,1,0,0,4,0,0,15,0.38,0.17,0.55,2.93,5
16,624,519324,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,123,532529,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,128,536916,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,594,538007,5,false,4,2,10,0,1,0,0,0,0,0,0,0,3,0,0,0,0.04,0
16,133,549074,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,117,550090,5,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,134,556637,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,122,592031,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,132,597320,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,137,608181,5,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,504,610799,5,false,2,2,90,1,0,0,0,0,0,4,0,0,-2,0.03,0.02,0.05,2.93,8
16,605,611695,5,false,3,2,73,1,8,1,0,0,0,3,0,1,39,0.7,0.16,0.86,2.83,7
16,600,612855,5,false,3,2,16,0,1,0,0,0,0,1,0,0,6,0,0.01,0.01,0.1,1
16,138,647850,5,false,4,2,79,1,5,0,1,0,0,4,0,0,17,0.17,0.02,0.19,2.89,6
16,135,700308,5,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,136,50175,6,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,101,56979,6,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,28,98980,6,true,1,2,90,1,2,0,0,0,0,3,4,0,18,0,0.01,0.01,1.41,0
16,147,109646,6,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,143,180736,6,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,140,215059,6,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,142,225796,6,true,2,2,22,0,1,0,0,0,0,1,0,0,-1,0,0,0,0.14,0
16,146,242880,6,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,40,244850,6,true,3,2,90,1,5,0,1,0,0,3,0,0,28,0.14,1.01,1.15,1.41,5
16,154,244851,6,true,3,2,90,1,7,1,0,0,0,3,0,0,28,0.66,0.13,0.79,1.41,8
16,156,247632,6,true,3,2,67,1,7,1,0,0,0,2,0,0,32,0.41,0.33,0.74,1.26,4
16,200,437499,6,true,2,2,90,1,1,0,0,0,0,3,0,0,-3,0.02,0,0.02,1.41,9
16,145,444463,6,true,2,2,67,1,0,0,0,0,0,2,0,0,-2,0,0.01,0.01,1.26,9
16,155,448047,6,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,149,460028,6,true,2,2,71,1,1,0,0,0,0,2,0,0,2,0,0,0,1.31,9
16,158,463936,6,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,578,465920,6,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,165,475168,6,true,4,2,90,1,9,1,1,1,0,3,0,2,44,1.23,0.04,1.27,1.41,3
16,144,482609,6,true,2,2,90,1,1,0,0,0,0,3,0,0,-1,0,0.01,0.01,1.41,5
16,159,486672,6,true,3,2,13,0,1,0,0,0,0,0,0,0,3,0,0,0,0.07,0
16,163,491007,6,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,583,498444,6,true,2,2,18,0,1,0,0,0,0,1,0,0,1,0,0.02,0.02,0.09,3
16,168,499309,6,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,170,503037,6,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,141,508479,6,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,161,514356,6,true,3,2,67,1,7,1,0,0,0,2,0,0,32,0.54,0,0.54,1.26,7
16,568,543158,6,true,3,2,8,0,1,0,0,0,0,1,0,0,1,0.04,0,0.04,0.07,1
16,560,549939,6,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,148,551210,6,true,2,2,90,1,4,0,1,0,0,3,0,0,12,0,0.06,0.06,1.41,6
16,169,567119,6,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,150,574458,6,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,151,577016,6,true,2,2,22,0,1,0,0,0,0,1,0,0,-1,0,0,0,0.14,3
16,164,593117,6,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,152,620109,6,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,561,622758,6,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,157,624773,6,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,108,75115,4,false,4,2,2,0,1,0,0,0,0,0,0,0,3,0.04,0,0.04,0,1
17,103,183656,4,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,87,191866,4,false,2,2,90,1,3,0,0,0,0,1,0,0,7,0,0.01,0.01,1.46,17
17,89,194010,4,false,2,2,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
17,82,200720,4,false,1,2,90,1,2,0,0,0,0,1,1,0,7,0,0,0,1.46,0
17,98,204580,4,false,3,2,90,1,1,0,0,0,0,1,0,0,11,0,0.14,0.14,1.46,10
17,97,207283,4,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,100,244858,4,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,86,249231,4,false,3,2,87,1,6,0,1,0,0,1,0,1,29,0.02,0.13,0.15,1.46,11
17,84,432830,4,false,2,2,90,1,3,0,0,0,0,1,0,0,14,0.17,0.01,0.18,1.46,13
17,96,440089,4,false,3,2,68,1,3,0,0,0,1,0,0,0,20,0.03,0.13,0.16,0.13,9
17,105,444180,4,false,3,2,60,1,2,0,0,0,1,0,0,0,4,0.11,0.06,0.17,0.09,1
17,85,444765,4,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,90,472713,4,false,2,2,2,0,1,0,0,0,0,0,0,0,6,0,0.02,0.02,0,1
17,106,502500,4,false,4,2,90,1,2,0,0,0,0,1,0,0,2,0.8,0.01,0.81,1.46,4
17,83,507433,4,false,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,102,508395,4,false,3,2,21,0,1,0,0,0,0,1,0,0,4,0,0.01,0.01,1.32,0
17,93,513086,4,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,94,513418,4,false,3,2,87,1,10,1,0,0,0,1,0,3,34,0.25,0.02,0.27,1.46,9
17,565,513545,4,false,3,2,90,1,4,0,0,0,0,1,0,0,16,0.21,0.03,0.24,1.46,14
17,95,533463,4,false,3,2,29,0,1,0,0,0,0,1,0,0,16,0.02,0.08,0.1,1.36,7
17,99,543295,4,false,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,92,570241,4,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,107,593174,4,false,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,88,607464,4,false,2,2,87,1,2,0,0,0,0,1,0,0,9,0.02,0.21,0.23,1.46,4
17,620,613804,4,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,625,97846,13,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,260,153682,13,true,3,2,45,0,1,0,0,0,0,0,0,0,7,0.01,0.04,0.05,1.13,6
17,598,173774,13,true,2,2,56,0,1,0,0,0,0,1,0,0,9,0,0,0,1.32,6
17,347,174594,13,true,4,2,21,0,4,0,1,0,0,0,0,0,18,0.1,0,0.1,0.93,1
17,346,177815,13,true,4,2,90,1,8,1,0,0,0,1,0,2,31,0.92,0.02,0.94,1.67,4
17,339,180135,13,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,338,199598,13,true,3,2,90,1,2,0,0,0,0,1,0,0,12,0.01,0.09,0.1,1.67,10
17,343,200617,13,true,3,2,22,0,1,0,0,0,0,0,0,0,2,0.24,0.01,0.25,0.93,2
17,326,201595,13,true,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,329,214225,13,true,2,2,33,1,1,0,0,0,0,0,0,0,4,0,0,0,0.35,4
17,332,220627,13,true,2,2,90,1,2,0,0,0,0,1,0,0,12,0.03,0.01,0.04,1.67,8
17,342,221399,13,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,330,226182,13,true,2,2,67,1,2,0,0,0,0,1,0,0,9,0,0.01,0.01,0.74,7
17,348,235826,13,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,331,243526,13,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,345,248056,13,true,3,2,45,0,1,0,0,0,0,0,0,0,6,0,0.01,0.01,1.13,11
17,337,427637,13,true,3,2,45,1,1,0,0,0,0,1,0,0,6,0,0.01,0.01,0.55,3
17,385,432720,13,true,1,2,90,1,3,0,0,0,0,1,4,0,20,0,0,0,1.67,0
17,327,434752,13,true,2,2,45,1,1,0,0,0,0,1,0,0,0,0,0,0,0.55,5
17,336,435997,13,true,3,2,68,1,2,0,0,0,0,1,0,0,11,0.08,0.01,0.09,0.74,2
17,333,437738,13,true,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,335,466525,13,true,3,2,90,1,4,0,0,0,0,1,0,0,13,0.07,0.01,0.08,1.67,16
17,344,486520,13,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,341,492859,13,true,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,334,522047,13,true,2,2,90,1,4,0,0,0,0,1,0,0,17,0,0.01,0.01,1.67,19
17,349,565297,13,true,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
