fixture,element,code,team,was_home,position,round,minutes,starts,total_points,goals_scored,assists,own_goals,clean_sheets,goals_conceded,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution
1,6,462424,1,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,466075,1,true,2,1,80,1,9,0,1,0,1,0,0,0,31,0.04,0.09,0.13,0.06,5
1,19,481655,1,true,3,1,22,0,1,0,0,0,0,0,0,0,3,0,0.02,0.02,0.15,3
1,7,499169,1,true,3,1,90,1,3,0,0,0,1,0,0,0,15,0.06,0.11,0.17,0.2,7
1,22,499175,1,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,500040,1,true,2,1,90,1,6,0,0,0,1,0,0,0,27,0,0,0,0.2,6
1,20,616077,1,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,178,80178,7,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,172,110690,7,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,184,168144,7,false,3,1,90,1,2,0,0,0,0,3,0,0,14,0,0.01,0.01,1.88,7
1,176,173878,7,false,2,1,90,1,1,0,0,0,0,3,0,0,-4,0,0.02,0.02,1.88,6
1,193,176412,7,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,584,196100,7,false,3,1,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0.13,1
1,179,204813,7,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,492,210156,7,false,4,1,20,0,1,0,0,0,0,0,0,0,4,0,0,0,0.29,1
1,195,218997,7,false,4,1,69,1,2,0,0,0,0,3,0,0,7,0,0.01,0.01,1.6,3
1,180,220583,7,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,188,226965,7,false,3,1,28,0,1,0,0,0,0,0,0,0,8,0,0.11,0.11,0.32,1
1,194,230730,7,false,4,1,69,1,2,0,0,0,0,3,0,0,9,0,0.02,0.02,1.6,6
1,186,241293,7,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,104,428580,7,false,3,1,90,1,2,0,0,0,0,3,0,0,8,0,0.01,0.01,1.88,9
1,174,436761,7,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,187,439668,7,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,175,451284,7,false,2,1,90,1,1,0,0,0,0,3,0,0,-8,0,0.01,0.01,1.88,7
1,173,461102,7,false,2,1,90,1,3,0,0,0,0,3,0,0,11,0.02,0.01,0.03,1.88,10
1,177,465390,7,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,190,469272,7,false,3,1,81,1,2,0,0,0,0,3,0,0,11,0.04,0.02,0.06,1.76,8
1,110,472739,7,false,1,1,90,1,1,0,0,0,0,3,2,0,0,0,0.01,0.01,1.88,0
1,183,480457,7,false,3,1,20,0,1,0,0,0,0,0,0,0,3,0.15,0,0.15,0.29,5
1,171,484389,7,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,191,492498,7,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,185,501459,7,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,539142,7,false,2,1,90,1,1,0,0,0,0,3,0,0,1,0,0.01,0.01,1.88,9
1,197,549653,7,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,196,551262,7,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,181,577411,7,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,599,627221,7,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,192,629397,7,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,575,661888,7,false,3,1,61,1,1,0,0,0,0,3,0,0,2,0,0,0,1.56,3
1,189,684268,7,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,108,75115,4,true,4,1,7,0,1,0,0,0,0,0,0,0,4,0.03,0.04,0.07,0.07,0
2,103,183656,4,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,87,191866,4,true,2,1,90,1,8,0,0,0,1,0,0,0,29,0.11,0.02,0.13,0.57,10
2,89,194010,4,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,82,200720,4,true,1,1,90,1,7,0,0,0,1,0,4,0,34,0,0.01,0.01,0.57,0
2,98,204580,4,true,3,1,90,1,9,1,0,0,1,0,0,0,35,0.39,0.17,0.56,0.57,13
2,97,207283,4,true,3,1,66,1,6,0,1,0,1,0,0,0,22,0.08,0.34,0.42,0.47,5
2,91,231065,4,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,244858,4,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,86,249231,4,true,3,1,90,1,10,1,0,0,1,0,0,2,37,0.77,0.12,0.89,0.57,10
2,84,432830,4,true,2,1,90,1,6,0,0,0,1,0,0,0,21,0.34,0.04,0.38,0.57,3
2,96,440089,4,true,3,1,14,0,1,0,0,0,0,0,0,0,6,0,0.11,0.11,0.1,4
2,105,444180,4,true,3,1,23,0,1,0,0,0,0,0,0,0,9,0.03,0.35,0.38,0.1,8
2,85,444765,4,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,90,472713,4,true,2,1,14,0,1,0,0,0,0,0,0,0,2,0,0,0,0.1,0
2,106,502500,4,true,4,1,82,1,0,0,0,0,1,0,0,0,-3,1,0.08,1.08,0.5,5
2,83,507433,4,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102,508395,4,true,3,1,23,0,1,0,0,0,0,0,0,0,7,0.04,0,0.04,0.1,6
2,93,513086,4,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,94,513418,4,true,3,1,90,1,3,0,0,0,1,0,0,0,17,0.52,0.01,0.53,0.57,9
2,565,513545,4,true,3,1,75,1,14,0,2,0,1,0,0,3,41,0.05,0.33,0.38,0.47,13
2,95,533463,4,true,3,1,66,1,3,0,0,0,1,0,0,0,6,0.05,0.29,0.34,0.47,6
2,99,543295,4,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,92,570241,4,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,107,593174,4,true,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,88,607464,4,true,2,1,75,1,13,1,0,0,1,0,0,1,36,0.5,0,0.5,0.47,4
2,497,67089,19,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,508,115556,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,502,122798,19,false,2,1,90,1,3,0,0,0,0,3,0,0,13,0,0.06,0.06,3.87,11
2,501,135720,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,526,154566,19,false,4,1,22,0,1,0,0,0,0,0,0,0,3,0.07,0,0.07,0.85,0
2,515,172780,19,false,3,1,22,0,1,0,0,0,0,0,0,0,6,0,0.01,0.01,0.85,2
2,494,184254,19,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,516,202993,19,false,3,1,45,0,1,0,0,0,0,1,0,0,8,0,0.01,0.01,2.18,5
2,527,212319,19,false,4,1,67,1,2,0,0,0,0,3,0,0,6,0,0,0,3.02,1
2,495,214572,19,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,498,221466,19,false,2,1,90,1,3,0,0,0,0,3,0,0,10,0,0.02,0.02,3.87,16
2,500,221632,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,519,232787,19,false,3,1,45,1,0,0,0,0,0,2,0,0,1,0.02,0.06,0.08,1.7,3
2,505,232859,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,455,432422,19,false,3,1,90,1,2,0,0,0,0,3,0,0,14,0.04,0.06,0.1,3.87,4
2,499,441164,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,521,445044,19,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,512,460842,19,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,469142,19,false,2,1,90,1,1,0,0,0,0,3,0,0,3,0,0.03,0.03,3.87,9
2,518,482442,19,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,496,485055,19,false,1,1,90,1,2,0,0,0,0,3,5,0,15,0,0,0,3.87,0
2,506,487053,19,false,2,1,4,0,1,0,0,0,0,0,0,0,3,0,0.02,0.02,0.44,0
2,528,490145,19,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,503,491279,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,513,493362,19,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,510,499716,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,523,499721,19,false,3,1,67,1,2,0,0,0,0,3,0,0,10,0.38,0.02,0.4,3.02,2
2,524,499726,19,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,514,511499,19,false,3,1,90,1,2,0,0,0,0,3,0,0,17,0.06,0.06,0.12,3.87,8
2,522,547701,19,false,3,1,85,1,2,0,0,0,0,3,0,0,15,0,0.01,0.01,3.43,5
2,507,548308,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,517,550839,19,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,525,551226,19,false,3,1,45,0,1,0,0,0,0,1,0,0,16,0,0.06,0.06,2.18,2
2,520,570526,19,false,3,1,45,1,1,0,0,0,0,2,0,0,2,0,0.01,0.01,1.7,8
2,601,611917,19,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,511,616221,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,509,640419,19,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,212,108413,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,199,121709,8,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,213,152551,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,555,169593,8,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,198,172649,8,false,1,1,90,1,2,0,0,0,0,2,3,0,14,0,0,0,1.12,0
3,224,205533,8,false,4,1,55,1,1,0,0,0,0,2,0,0,12,0.6,0.58,1.18,0.84,3
3,214,209400,8,false,3,1,90,1,3,0,0,0,0,2,0,0,25,0,0.27,0.27,1.12,14
3,205,218364,8,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,577,223723,8,false,2,1,18,0,1,0,0,0,0,0,0,0,3,0,0.01,0.01,0.14,1
3,223,231747,8,false,4,1,62,1,2,0,0,0,0,2,0,0,-3,0.7,0.02,0.72,0.98,5
3,208,232185,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,207,242313,8,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,204,244723,8,false,2,1,90,1,1,0,0,0,0,2,0,0,9,0,0.01,0.01,1.12,5
3,201,247348,8,false,2,1,54,1,0,0,0,0,0,2,0,0,-4,0.23,0.01,0.24,0.84,4
3,222,247412,8,false,4,1,27,0,1,0,0,0,0,0,0,0,3,0.25,0.01,0.26,0.14,0
3,202,427623,8,false,2,1,90,1,3,0,0,0,0,2,0,0,13,0,0,0,1.12,16
3,241,433154,8,false,3,1,62,1,2,0,0,0,0,2,0,0,11,0.05,0.02,0.07,0.98,5
3,218,438464,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,219,450542,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,42,485337,8,false,3,1,27,0,1,0,0,0,0,0,0,0,3,0.03,0.02,0.05,0.14,1
3,211,488024,8,false,3,1,35,0,1,0,0,0,0,0,0,0,4,0.06,0.02,0.08,0.27,5
3,215,489706,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,210,496221,8,false,3,1,90,1,4,0,0,0,0,2,0,0,20,0,0.24,0.24,1.12,14
3,206,515621,8,false,2,1,72,1,1,0,0,0,0,2,0,0,7,0,0.01,0.01,0.98,7
3,217,536694,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,595,559152,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,588,570794,8,false,2,1,35,0,1,0,0,0,0,0,0,0,12,0,0.16,0.16,0.27,9
3,220,590014,8,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,216,606921,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,203,651426,8,false,2,1,90,1,1,0,0,0,0,2,0,0,9,0.05,0.01,0.06,1.12,8
3,225,660392,8,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,221,672492,8,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,229,17761,9,true,2,1,90,1,6,0,0,0,1,0,0,0,25,0.05,0,0.05,1.96,9
3,231,106611,9,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,226,111234,9,true,1,1,90,1,7,0,0,0,1,0,4,0,34,0,0.02,0.02,1.96,0
3,21,128295,9,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,228,138001,9,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,236,215413,9,true,3,1,90,1,11,1,0,0,1,0,0,3,40,0.12,0.17,0.29,1.92,8
3,233,224967,9,true,2,1,90,1,6,0,0,0,1,0,0,0,27,0,0.05,0.05,1.96,4
3,227,229600,9,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,239,232928,9,true,3,1,11,0,1,0,0,0,0,0,0,0,6,0,0.03,0.03,0.34,1
3,209,242898,9,true,3,1,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0.29,2
3,234,243571,9,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,247,244860,9,true,3,1,78,1,3,0,0,0,1,0,0,0,16,0.01,0.01,0.02,1.62,7
3,237,440993,9,true,3,1,90,1,9,0,1,0,1,0,0,1,36,0.24,0.32,0.56,1.96,12
3,230,480455,9,true,2,1,90,1,6,0,0,0,1,0,0,0,27,0,0.01,0.01,1.96,8
3,248,486385,9,true,4,1,11,0,1,0,0,0,0,0,0,0,3,0.05,0,0.05,0.34,0
3,240,490094,9,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,245,496661,9,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,235,499300,9,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,243,502697,9,true,3,1,1,0,1,0,0,0,0,0,0,0,7,0.02,0,0.02,0.04,3
3,232,512462,9,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,246,513466,9,true,3,1,90,1,3,0,0,0,1,0,0,0,12,0,0.06,0.06,1.96,9
3,242,550615,9,true,3,1,83,1,3,0,0,0,1,0,0,0,13,0.18,0.08,0.26,1.67,7
3,249,586309,9,true,4,1,78,1,8,1,0,0,1,0,0,2,37,0.45,0.09,0.54,1.62,3
3,244,609873,9,true,3,1,90,1,8,0,1,0,1,0,0,0,25,0,0.04,0.04,1.96,16
4,289,101282,11,true,3,1,90,1,2,0,0,0,1,0,0,0,9,0,0,0,1.83,9
4,274,105666,11,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,277,108416,11,true,2,1,90,1,8,0,0,0,1,0,0,0,27,0,0,0,1.83,21
4,279,146426,11,true,2,1,63,1,14,1,0,0,1,0,0,2,39,0.52,0,0.52,0.86,7
4,285,160817,11,true,2,1,26,0,1,0,0,0,0,0,0,0,3,0,0,0,0.96,2
4,273,167825,11,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,556,169359,11,true,2,1,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0.07,0
4,295,169432,11,true,4,1,90,1,5,0,1,0,1,0,0,0,21,0.16,0.01,0.17,1.83,5
4,288,171270,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,280,193278,11,true,2,1,69,1,6,0,0,0,1,0,0,0,23,0,0.01,0.01,1.16,2
4,292,208481,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,296,213292,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,282,232351,11,true,2,1,84,1,6,0,0,0,1,0,0,0,24,0.02,0.07,0.09,1.76,6
4,287,232905,11,true,3,1,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0.67,3
4,290,243413,11,true,3,1,90,1,6,0,1,0,1,0,0,0,20,0,0.44,0.44,1.83,3
4,281,433590,11,true,2,1,20,0,1,0,0,0,0,0,0,0,4,0.05,0,0.05,0.67,3
4,276,444307,11,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,563,445028,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,283,449428,11,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,340,462635,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,291,465525,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,589,469266,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,297,470294,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,572,473284,11,true,1,1,90,1,10,0,0,0,1,0,5,3,41,0,0,0,1.83,0
4,293,490161,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,275,494950,11,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,298,500957,11,true,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,278,501902,11,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,299,534392,11,true,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,286,540324,11,true,3,1,90,1,3,0,0,0,1,0,0,0,8,0.05,0.03,0.08,1.83,10
4,574,552946,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,294,553783,11,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,585,597462,11,true,2,1,26,0,1,0,0,0,0,0,0,0,4,0,0,0,0.96,4
4,586,606930,11,true,2,1,63,1,15,1,0,0,1,0,0,1,35,0.28,0,0.28,0.86,13
4,576,608227,11,true,3,1,70,1,3,0,0,0,1,0,0,0,11,0,0.03,0.03,1.16,6
4,284,661800,11,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,414,21205,16,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,325,59735,16,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,418,95658,16,false,2,1,90,1,1,0,0,0,0,2,0,0,15,0.04,0.4,0.44,1.01,4
4,423,106760,16,false,2,1,90,1,1,0,0,0,0,2,0,0,13,0,0.26,0.26,1.01,4
4,426,141746,16,false,3,1,90,1,2,0,0,0,0,2,0,0,18,0.08,0.26,0.34,1.01,6
4,43,166989,16,false,3,1,66,1,2,0,0,0,0,2,0,0,13,0.04,0.11,0.15,0.94,5
4,429,176297,16,false,3,1,45,0,1,0,0,0,0,0,0,0,9,0,0.1,0.1,0.09,1
4,430,184341,16,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,416,209365,16,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,417,216051,16,false,2,1,10,0,1,0,0,0,0,0,0,0,6,0,0,0,0,3
4,419,221820,16,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,422,230001,16,false,2,1,79,1,1,0,0,0,0,2,0,0,8,0.22,0.05,0.27,1.01,5
4,433,232112,16,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,428,430871,16,false,3,1,79,1,2,0,0,0,0,2,0,0,14,0.24,0.21,0.45,1.01,3
4,427,446008,16,false,3,1,90,1,2,0,0,0,0,2,0,0,12,0.5,0.23,0.73,1.01,4
4,413,451302,16,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,440,458249,16,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,412,465247,16,false,1,1,90,1,1,0,0,0,0,2,2,0,7,0,0,0,1.01,0
4,439,485711,16,false,4,1,23,0,1,0,0,0,0,0,0,0,2,0.04,0,0.04,0.07,0
4,436,490881,16,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,431,493250,16,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,432,516895,16,false,3,1,23,0,1,0,0,0,0,0,0,0,7,0.07,0.01,0.08,0.07,1
4,438,519913,16,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,162,532605,16,false,3,1,66,1,2,0,0,0,0,2,0,0,17,0,0.23,0.23,0.94,9
4,434,547037,16,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,425,547676,16,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,420,550864,16,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,437,576620,16,false,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,435,576628,16,false,3,1,10,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1
4,424,577974,16,false,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,441,596047,16,false,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,415,596777,16,false,3,1,45,1,0,0,0,0,0,2,0,0,-11,0.47,0.03,0.5,0.92,1
4,421,606745,16,false,2,1,90,1,1,0,0,0,0,2,0,0,5,0.12,0.04,0.16,1.01,2
5,302,50093,12,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,300,108813,12,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,301,112520,12,true,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,320,147675,12,true,4,1,24,0,1,0,0,0,0,0,0,0,3,0,0,0,0.03,3
5,311,149929,12,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,319,172453,12,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,308,176420,12,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,303,183015,12,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,267,212314,12,true,3,1,90,1,5,0,1,0,0,1,0,0,22,0,0.02,0.02,0.66,6
5,571,216055,12,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,304,216616,12,true,2,1,90,1,4,0,0,0,0,1,0,0,16,0,0.16,0.16,0.66,18
5,259,219924,12,true,2,1,90,1,2,0,0,0,0,1,0,0,7,0,0.01,0.01,0.66,5
5,307,222018,12,true,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,317,222625,12,true,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,314,229164,12,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,312,231899,12,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,324,232457,12,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,564,240514,12,true,1,1,90,1,2,0,0,0,0,1,2,0,12,0,0,0,0.66,0
5,310,241117,12,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,562,442967,12,true,3,1,79,1,2,0,0,0,0,1,0,0,7,0.61,0,0.61,0.63,9
5,313,443261,12,true,3,1,19,0,7,1,0,0,0,0,0,1,27,0.1,0,0.1,0.03,2
5,306,449429,12,true,2,1,90,1,2,0,0,0,0,1,0,0,12,0,0,0,0.66,7
5,305,455084,12,true,2,1,90,1,2,0,0,0,0,1,0,0,10,0,0.01,0.01,0.66,7
5,323,461587,12,true,3,1,24,0,1,0,0,0,0,0,0,0,4,0,0,0,0.03,3
5,322,462387,12,true,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
